Assembly	Level	WGS	BioSample	Taxonomy	RUG
GCA_902788895.1	Scaffold	CADAMC000000000	SAMEA6151557	Ruminococcus flavefaciens	RUG13420
GCA_902789255.1	Scaffold	CADANU000000000	SAMEA6151591	Ruminococcus flavefaciens	RUG13454
GCA_902792495.1	Scaffold	CADBAC000000000	SAMEA6151914	Ruminococcus flavefaciens	RUG13777
GCA_902792155.1	Scaffold	CADAYH000000000	SAMEA6151879	Ruminococcus flavefaciens	RUG13742
GCA_902796705.1	Contig	CADBQF000000000	SAMEA6152329	Ruminococcus flavefaciens	RUG14191
GCA_902796065.1	Contig	CADBNS000000000	SAMEA6152273	Ruminococcus flavefaciens	RUG14135
GCA_902780115.1	Scaffold	CACZEJ000000000	SAMEA6150678	Ruminococcus flavefaciens	RUG12542
GCA_902777125.1	Scaffold	CACYSQ000000000	SAMEA6150373	Ruminococcus flavefaciens	RUG12238
GCA_902785375.1	Scaffold	CACZYO000000000	SAMEA6151204	Ruminococcus flavefaciens	RUG13067
GCA_902782155.1	Scaffold	CACZLS000000000	SAMEA6150870	Ruminococcus flavefaciens	RUG12734
GCA_902794455.1	Scaffold	CADBHP000000000	SAMEA6152112	Segatella bryantii	RUG13974
GCA_902755595.1	Contig	CACVNJ000000000	SAMEA6148207	Selenomonas bovis	RUG10074
GCA_902763085.1	Scaffold	CACWQW000000000	SAMEA6148971	Selenomonas bovis	RUG10837
GCA_902774735.1	Scaffold	CACYJN000000000	SAMEA6150137	Selenomonas ruminantium	RUG12002
GCA_902781305.1	Scaffold	CACZIV000000000	SAMEA6150790	Selenomonas ruminantium	RUG12654
GCA_902780915.1	Scaffold	CACZHK000000000	SAMEA6150762	Selenomonas ruminantium	RUG12626
GCA_902785885.1	Scaffold	CADAAS000000000	SAMEA6151251	Selenomonas ruminantium	RUG13114
GCA_902794665.1	Contig	CADBIG000000000	SAMEA6152138	Selenomonas ruminantium	RUG14000
GCA_902786475.1	Scaffold	CADACT000000000	SAMEA6151313	Selenomonas ruminantium	RUG13176
GCA_902798865.1	Scaffold	CADBYQ000000000	SAMEA6152549	Selenomonas ruminantium	RUG14411
GCA_902797715.1	Contig	CADBTT000000000	SAMEA6152435	Thermobifida fusca	RUG14297
GCA_902787415.1	Scaffold	CADAGG000000000	SAMEA6151407	methanogenic archaeon	RUG13270
GCA_902794865.1	Scaffold	CADBJF000000000	SAMEA6152151	methanogenic archaeon	RUG14013
GCA_902763685.1	Scaffold	CACWTF000000000	SAMEA6149032	methanogenic archaeon	RUG10898
GCA_902794905.1	Scaffold	CADBIZ000000000	SAMEA6152153	uncultured Acidaminococcus sp.	RUG14015
GCA_902796945.1	Contig	CADBQR000000000	SAMEA6152347	uncultured Acidaminococcus sp.	RUG14209
GCA_902776155.1	Scaffold	CACYPB000000000	SAMEA6150272	uncultured Acidaminococcus sp.	RUG12137
GCA_902804145.1	Contig	CADCSP000000000	SAMEA6153078	uncultured Acidaminococcus sp.	RUG14939
GCA_902755375.1	Scaffold	CACVMM000000000	SAMEA6148176	uncultured Actinomycetes bacterium	RUG10043
GCA_902757485.1	Scaffold	CACVVA000000000	SAMEA6148395	uncultured Aeromonadales bacterium	RUG10262
GCA_902761645.1	Scaffold	CACWLF000000000	SAMEA6148814	uncultured Aeromonadales bacterium	RUG10681
GCA_902765465.1	Scaffold	CACWZX000000000	SAMEA6149193	uncultured Aeromonadales bacterium	RUG11059
GCA_902801835.1	Scaffold	CADCJY000000000	SAMEA6152855	uncultured Aeromonadales bacterium	RUG14716
GCA_902776275.1	Scaffold	CACYPI000000000	SAMEA6150285	uncultured Aeromonadales bacterium	RUG12150
GCA_902781965.1	Scaffold	CACZKY000000000	SAMEA6150854	uncultured Aeromonadales bacterium	RUG12718
GCA_902782145.1	Scaffold	CACZLZ000000000	SAMEA6150876	uncultured Aeromonadales bacterium	RUG12740
GCA_902796095.1	Contig	CADBNP000000000	SAMEA6152269	uncultured Aeromonadales bacterium	RUG14131
GCA_902786545.1	Scaffold	CADACU000000000	SAMEA6151320	uncultured Anaerovibrio sp.	RUG13183
GCA_902785445.1	Scaffold	CACZYN000000000	SAMEA6151202	uncultured Anaerovibrio sp.	RUG13065
GCA_902762895.1	Contig	CACWQA000000000	SAMEA6148943	uncultured Anaerovibrio sp.	RUG10809
GCA_902766525.1	Contig	CACXDX000000000	SAMEA6149310	uncultured Bacillota bacterium	RUG11176
GCA_902796855.1	Contig	CADBQN000000000	SAMEA6152350	uncultured Bacillota bacterium	RUG14212
GCA_902796835.1	Contig	CADBQP000000000	SAMEA6152359	uncultured Bacteroidales bacterium	RUG14221
GCA_902797255.1	Contig	CADBSN000000000	SAMEA6152389	uncultured Bacteroidales bacterium	RUG14251
GCA_902796035.1	Contig	CADBNR000000000	SAMEA6152272	uncultured Bacteroidales bacterium	RUG14134
GCA_902795995.1	Contig	CADBNH000000000	SAMEA6152266	uncultured Bacteroidales bacterium	RUG14128
GCA_902795915.1	Contig	CADBMX000000000	SAMEA6152249	uncultured Bacteroidales bacterium	RUG14111
GCA_902795825.1	Contig	CADBML000000000	SAMEA6152244	uncultured Bacteroidales bacterium	RUG14106
GCA_902794575.1	Scaffold	CADBHU000000000	SAMEA6152128	uncultured Bacteroidales bacterium	RUG13990
GCA_902792435.1	Scaffold	CADAZN000000000	SAMEA6151901	uncultured Bacteroidales bacterium	RUG13764
GCA_902792425.1	Contig	CADAZL000000000	SAMEA6151907	uncultured Bacteroidales bacterium	RUG13770
GCA_902792555.1	Scaffold	CADAZW000000000	SAMEA6151919	uncultured Bacteroidales bacterium	RUG13781
GCA_902792535.1	Scaffold	CADAZU000000000	SAMEA6151913	uncultured Bacteroidales bacterium	RUG13776
GCA_902792835.1	Contig	CADBAZ000000000	SAMEA6151940	uncultured Bacteroidales bacterium	RUG13802
GCA_902792895.1	Scaffold	CADBBK000000000	SAMEA6151950	uncultured Bacteroidales bacterium	RUG13812
GCA_902793405.1	Scaffold	CADBDH000000000	SAMEA6152005	uncultured Bacteroidales bacterium	RUG13867
GCA_902794195.1	Contig	CADBGH000000000	SAMEA6152085	uncultured Bacteroidales bacterium	RUG13947
GCA_902786445.1	Scaffold	CADACJ000000000	SAMEA6151302	uncultured Bacteroidales bacterium	RUG13165
GCA_902786725.1	Scaffold	CADADP000000000	SAMEA6151339	uncultured Bacteroidales bacterium	RUG13202
GCA_902786925.1	Scaffold	CADAEK000000000	SAMEA6151355	uncultured Bacteroidales bacterium	RUG13218
GCA_902787585.1	Scaffold	CADAGY000000000	SAMEA6151427	uncultured Bacteroidales bacterium	RUG13290
GCA_902787575.1	Contig	CADAGX000000000	SAMEA6151422	uncultured Bacteroidales bacterium	RUG13285
GCA_902787555.1	Scaffold	CADAGO000000000	SAMEA6151414	uncultured Bacteroidales bacterium	RUG13277
GCA_902787185.1	Scaffold	CADAFP000000000	SAMEA6151387	uncultured Bacteroidales bacterium	RUG13250
GCA_902788875.1	Scaffold	CADALX000000000	SAMEA6151554	uncultured Bacteroidales bacterium	RUG13417
GCA_902788865.1	Scaffold	CADALZ000000000	SAMEA6151560	uncultured Bacteroidales bacterium	RUG13423
GCA_902789025.1	Contig	CADAML000000000	SAMEA6151563	uncultured Bacteroidales bacterium	RUG13426
GCA_902788615.1	Scaffold	CADALA000000000	SAMEA6151527	uncultured Bacteroidales bacterium	RUG13390
GCA_902788565.1	Scaffold	CADAKL000000000	SAMEA6151510	uncultured Bacteroidales bacterium	RUG13373
GCA_902788065.1	Scaffold	CADAIU000000000	SAMEA6151478	uncultured Bacteroidales bacterium	RUG13341
GCA_902788315.1	Scaffold	CADAJS000000000	SAMEA6151496	uncultured Bacteroidales bacterium	RUG13359
GCA_902790595.1	Scaffold	CADASL000000000	SAMEA6151720	uncultured Bacteroidales bacterium	RUG13583
GCA_902791205.1	Scaffold	CADAUU000000000	SAMEA6151781	uncultured Bacteroidales bacterium	RUG13644
GCA_902791295.1	Scaffold	CADAVI000000000	SAMEA6151789	uncultured Bacteroidales bacterium	RUG13652
GCA_902791505.1	Scaffold	CADAWB000000000	SAMEA6151813	uncultured Bacteroidales bacterium	RUG13676
GCA_902791495.1	Scaffold	CADAVX000000000	SAMEA6151817	uncultured Bacteroidales bacterium	RUG13680
GCA_902791675.1	Scaffold	CADAWW000000000	SAMEA6151838	uncultured Bacteroidales bacterium	RUG13701
GCA_902789725.1	Scaffold	CADAPC000000000	SAMEA6151636	uncultured Bacteroidales bacterium	RUG13499
GCA_902789905.1	Scaffold	CADAPU000000000	SAMEA6151649	uncultured Bacteroidales bacterium	RUG13512
GCA_902785075.1	Scaffold	CACZXN000000000	SAMEA6151176	uncultured Bacteroidales bacterium	RUG13039
GCA_902785925.1	Scaffold	CADAAI000000000	SAMEA6151249	uncultured Bacteroidales bacterium	RUG13112
GCA_902785515.1	Scaffold	CACZYT000000000	SAMEA6151211	uncultured Bacteroidales bacterium	RUG13074
GCA_902785605.1	Contig	CACZZL000000000	SAMEA6151227	uncultured Bacteroidales bacterium	RUG13090
GCA_902784425.1	Scaffold	CACZUS000000000	SAMEA6151105	uncultured Bacteroidales bacterium	RUG12969
GCA_902784475.1	Scaffold	CACZUX000000000	SAMEA6151112	uncultured Bacteroidales bacterium	RUG12976
GCA_902784585.1	Scaffold	CACZVM000000000	SAMEA6151120	uncultured Bacteroidales bacterium	RUG12984
GCA_902784655.1	Scaffold	CACZVU000000000	SAMEA6151133	uncultured Bacteroidales bacterium	RUG12997
GCA_902784675.1	Scaffold	CACZVR000000000	SAMEA6151128	uncultured Bacteroidales bacterium	RUG12992
GCA_902783885.1	Contig	CACZSQ000000000	SAMEA6151049	uncultured Bacteroidales bacterium	RUG12913
GCA_902783845.1	Contig	CACZSK000000000	SAMEA6151041	uncultured Bacteroidales bacterium	RUG12905
GCA_902783545.1	Contig	CACZRD000000000	SAMEA6151009	uncultured Bacteroidales bacterium	RUG12873
GCA_902783655.1	Contig	CACZRZ000000000	SAMEA6151028	uncultured Bacteroidales bacterium	RUG12892
GCA_902783615.1	Contig	CACZRQ000000000	SAMEA6151023	uncultured Bacteroidales bacterium	RUG12887
GCA_902782245.1	Scaffold	CACZMI000000000	SAMEA6150888	uncultured Bacteroidales bacterium	RUG12752
GCA_902782545.1	Contig	CACZNP000000000	SAMEA6150918	uncultured Bacteroidales bacterium	RUG12782
GCA_902782515.1	Contig	CACZNG000000000	SAMEA6150910	uncultured Bacteroidales bacterium	RUG12774
GCA_902782465.1	Scaffold	CACZNH000000000	SAMEA6150913	uncultured Bacteroidales bacterium	RUG12777
GCA_902782435.1	Scaffold	CACZMZ000000000	SAMEA6150907	uncultured Bacteroidales bacterium	RUG12771
GCA_902782665.1	Contig	CACZOA000000000	SAMEA6150940	uncultured Bacteroidales bacterium	RUG12804
GCA_902781935.1	Contig	CACZLB000000000	SAMEA6150852	uncultured Bacteroidales bacterium	RUG12716
GCA_902781515.1	Scaffold	CACZJU000000000	SAMEA6150817	uncultured Bacteroidales bacterium	RUG12681
GCA_902781575.1	Scaffold	CACZJP000000000	SAMEA6150813	uncultured Bacteroidales bacterium	RUG12677
GCA_902781155.1	Contig	CACZHY000000000	SAMEA6150774	uncultured Bacteroidales bacterium	RUG12638
GCA_902781045.1	Scaffold	CACZHT000000000	SAMEA6150768	uncultured Bacteroidales bacterium	RUG12632
GCA_902775975.1	Contig	CACYOC000000000	SAMEA6150253	uncultured Bacteroidales bacterium	RUG12118
GCA_902775235.1	Scaffold	CACYLH000000000	SAMEA6150189	uncultured Bacteroidales bacterium	RUG12054
GCA_902774995.1	Scaffold	CACYKR000000000	SAMEA6150167	uncultured Bacteroidales bacterium	RUG12032
GCA_902775385.1	Scaffold	CACYMI000000000	SAMEA6150204	uncultured Bacteroidales bacterium	RUG12069
GCA_902775375.1	Contig	CACYLU000000000	SAMEA6150197	uncultured Bacteroidales bacterium	RUG12062
GCA_902775655.1	Scaffold	CACYNC000000000	SAMEA6150229	uncultured Bacteroidales bacterium	RUG12094
GCA_902776985.1	Contig	CACYSD000000000	SAMEA6150364	uncultured Bacteroidales bacterium	RUG12229
GCA_902776955.1	Scaffold	CACYSG000000000	SAMEA6150360	uncultured Bacteroidales bacterium	RUG12225
GCA_902776605.1	Scaffold	CACYQQ000000000	SAMEA6150326	uncultured Bacteroidales bacterium	RUG12191
GCA_902776455.1	Scaffold	CACYQI000000000	SAMEA6150308	uncultured Bacteroidales bacterium	RUG12173
GCA_902776435.1	Contig	CACYQB000000000	SAMEA6150304	uncultured Bacteroidales bacterium	RUG12169
GCA_902776575.1	Scaffold	CACYQW000000000	SAMEA6150319	uncultured Bacteroidales bacterium	RUG12184
GCA_902776625.1	Scaffold	CACYQR000000000	SAMEA6150324	uncultured Bacteroidales bacterium	RUG12189
GCA_902779935.1	Scaffold	CACZDL000000000	SAMEA6150658	uncultured Bacteroidales bacterium	RUG12522
GCA_902780295.1	Scaffold	CACZEV000000000	SAMEA6150699	uncultured Bacteroidales bacterium	RUG12563
GCA_902780555.1	Scaffold	CACZFZ000000000	SAMEA6150723	uncultured Bacteroidales bacterium	RUG12587
GCA_902780495.1	Scaffold	CACZFM000000000	SAMEA6150716	uncultured Bacteroidales bacterium	RUG12580
GCA_902780485.1	Scaffold	CACZFP000000000	SAMEA6150708	uncultured Bacteroidales bacterium	RUG12572
GCA_902779265.1	Scaffold	CACZAY000000000	SAMEA6150583	uncultured Bacteroidales bacterium	RUG12447
GCA_902779535.1	Scaffold	CACZBX000000000	SAMEA6150618	uncultured Bacteroidales bacterium	RUG12482
GCA_902779845.1	Scaffold	CACZCZ000000000	SAMEA6150648	uncultured Bacteroidales bacterium	RUG12512
GCA_902779875.1	Scaffold	CACZCX000000000	SAMEA6150647	uncultured Bacteroidales bacterium	RUG12511
GCA_902777835.1	Contig	CACYVC000000000	SAMEA6150446	uncultured Bacteroidales bacterium	RUG12310
GCA_902778265.1	Scaffold	CACYXI000000000	SAMEA6150488	uncultured Bacteroidales bacterium	RUG12352
GCA_902778475.1	Scaffold	CACYXW000000000	SAMEA6150507	uncultured Bacteroidales bacterium	RUG12371
GCA_902779125.1	Contig	CACZAC000000000	SAMEA6150571	uncultured Bacteroidales bacterium	RUG12435
GCA_902778935.1	Scaffold	CACYZT000000000	SAMEA6150559	uncultured Bacteroidales bacterium	RUG12423
GCA_902779085.1	Scaffold	CACYZY000000000	SAMEA6150572	uncultured Bacteroidales bacterium	RUG12436
GCA_902799655.1	Scaffold	CADCBH000000000	SAMEA6152626	uncultured Bacteroidales bacterium	RUG14488
GCA_902799685.1	Contig	CADCBO000000000	SAMEA6152633	uncultured Bacteroidales bacterium	RUG14495
GCA_902799705.1	Scaffold	CADCBP000000000	SAMEA6152632	uncultured Bacteroidales bacterium	RUG14494
GCA_902799875.1	Scaffold	CADCCH000000000	SAMEA6152658	uncultured Bacteroidales bacterium	RUG14520
GCA_902798015.1	Scaffold	CADBVL000000000	SAMEA6152467	uncultured Bacteroidales bacterium	RUG14329
GCA_902798615.1	Scaffold	CADBXL000000000	SAMEA6152538	uncultured Bacteroidales bacterium	RUG14400
GCA_902798495.1	Scaffold	CADBWX000000000	SAMEA6152515	uncultured Bacteroidales bacterium	RUG14377
GCA_902798425.1	Scaffold	CADBWR000000000	SAMEA6152516	uncultured Bacteroidales bacterium	RUG14378
GCA_902798385.1	Scaffold	CADBWK000000000	SAMEA6152505	uncultured Bacteroidales bacterium	RUG14367
GCA_902798235.1	Scaffold	CADBWF000000000	SAMEA6152486	uncultured Bacteroidales bacterium	RUG14348
GCA_902798965.1	Scaffold	CADBYS000000000	SAMEA6152561	uncultured Bacteroidales bacterium	RUG14423
GCA_902799185.1	Scaffold	CADBZO000000000	SAMEA6152585	uncultured Bacteroidales bacterium	RUG14447
GCA_902799555.1	Scaffold	CADCBB000000000	SAMEA6152625	uncultured Bacteroidales bacterium	RUG14487
GCA_902799355.1	Scaffold	CADCAG000000000	SAMEA6152604	uncultured Bacteroidales bacterium	RUG14466
GCA_902798875.1	Scaffold	CADBYL000000000	SAMEA6152555	uncultured Bacteroidales bacterium	RUG14417
GCA_902798765.1	Scaffold	CADBYA000000000	SAMEA6152544	uncultured Bacteroidales bacterium	RUG14406
GCA_902798685.1	Scaffold	CADBXO000000000	SAMEA6152529	uncultured Bacteroidales bacterium	RUG14391
GCA_902798705.1	Scaffold	CADBXS000000000	SAMEA6152533	uncultured Bacteroidales bacterium	RUG14395
GCA_902800875.1	Scaffold	CADCFY000000000	SAMEA6152754	uncultured Bacteroidales bacterium	RUG14615
GCA_902800925.1	Scaffold	CADCGD000000000	SAMEA6152756	uncultured Bacteroidales bacterium	RUG14617
GCA_902800715.1	Contig	CADCFN000000000	SAMEA6152729	uncultured Bacteroidales bacterium	RUG14590
GCA_902800565.1	Scaffold	CADCEZ000000000	SAMEA6152726	uncultured Bacteroidales bacterium	RUG14587
GCA_902800525.1	Scaffold	CADCEV000000000	SAMEA6152715	uncultured Bacteroidales bacterium	RUG14576
GCA_902800425.1	Scaffold	CADCEJ000000000	SAMEA6152719	uncultured Bacteroidales bacterium	RUG14580
GCA_902800075.1	Scaffold	CADCDB000000000	SAMEA6152669	uncultured Bacteroidales bacterium	RUG14530
GCA_902800305.1	Scaffold	CADCDP000000000	SAMEA6152699	uncultured Bacteroidales bacterium	RUG14560
GCA_902800315.1	Scaffold	CADCDU000000000	SAMEA6152697	uncultured Bacteroidales bacterium	RUG14558
GCA_902800215.1	Scaffold	CADCDS000000000	SAMEA6152695	uncultured Bacteroidales bacterium	RUG14556
GCA_902801615.1	Scaffold	CADCJA000000000	SAMEA6152832	uncultured Bacteroidales bacterium	RUG14693
GCA_902801485.1	Scaffold	CADCIP000000000	SAMEA6152820	uncultured Bacteroidales bacterium	RUG14681
GCA_902802785.1	Scaffold	CADCNK000000000	SAMEA6152940	uncultured Bacteroidales bacterium	RUG14801
GCA_902802745.1	Scaffold	CADCNF000000000	SAMEA6152939	uncultured Bacteroidales bacterium	RUG14800
GCA_902802815.1	Scaffold	CADCNQ000000000	SAMEA6152953	uncultured Bacteroidales bacterium	RUG14814
GCA_902802265.1	Scaffold	CADCLN000000000	SAMEA6152896	uncultured Bacteroidales bacterium	RUG14757
GCA_902802425.1	Scaffold	CADCMF000000000	SAMEA6152908	uncultured Bacteroidales bacterium	RUG14769
GCA_902802155.1	Scaffold	CADCLA000000000	SAMEA6152881	uncultured Bacteroidales bacterium	RUG14742
GCA_902802285.1	Scaffold	CADCLI000000000	SAMEA6152890	uncultured Bacteroidales bacterium	RUG14751
GCA_902801385.1	Scaffold	CADCHZ000000000	SAMEA6152805	uncultured Bacteroidales bacterium	RUG14666
GCA_902801325.1	Scaffold	CADCHQ000000000	SAMEA6152798	uncultured Bacteroidales bacterium	RUG14659
GCA_902803875.1	Contig	CADCRS000000000	SAMEA6153051	uncultured Bacteroidales bacterium	RUG14912
GCA_902803225.1	Contig	CADCPH000000000	SAMEA6152989	uncultured Bacteroidales bacterium	RUG14850
GCA_902803195.1	Contig	CADCOX000000000	SAMEA6152984	uncultured Bacteroidales bacterium	RUG14845
GCA_902803605.1	Contig	CADCQH000000000	SAMEA6153026	uncultured Bacteroidales bacterium	RUG14887
GCA_902766625.1	Contig	CACXEH000000000	SAMEA6149313	uncultured Bacteroidales bacterium	RUG11179
GCA_902766045.1	Contig	CACXCA000000000	SAMEA6149255	uncultured Bacteroidales bacterium	RUG11121
GCA_902766035.1	Contig	CACXBY000000000	SAMEA6149254	uncultured Bacteroidales bacterium	RUG11120
GCA_902765485.1	Contig	CACWZZ000000000	SAMEA6149201	uncultured Bacteroidales bacterium	RUG11067
GCA_902764525.1	Scaffold	CACWWE000000000	SAMEA6149107	uncultured Bacteroidales bacterium	RUG10973
GCA_902764465.1	Scaffold	CACWVW000000000	SAMEA6149098	uncultured Bacteroidales bacterium	RUG10964
GCA_902765045.1	Scaffold	CACWYH000000000	SAMEA6149159	uncultured Bacteroidales bacterium	RUG11025
GCA_902764805.1	Scaffold	CACWXI000000000	SAMEA6149135	uncultured Bacteroidales bacterium	RUG11001
GCA_902774805.1	Scaffold	CACYJZ000000000	SAMEA6150145	uncultured Bacteroidales bacterium	RUG12010
GCA_902774335.1	Scaffold	CACYHW000000000	SAMEA6150096	uncultured Bacteroidales bacterium	RUG11961
GCA_902774005.1	Scaffold	CACYGK000000000	SAMEA6150059	uncultured Bacteroidales bacterium	RUG11924
GCA_902773845.1	Scaffold	CACYGD000000000	SAMEA6150050	uncultured Bacteroidales bacterium	RUG11915
GCA_902773725.1	Scaffold	CACYFT000000000	SAMEA6150040	uncultured Bacteroidales bacterium	RUG11905
GCA_902773955.1	Scaffold	CACYGP000000000	SAMEA6150060	uncultured Bacteroidales bacterium	RUG11925
GCA_902774075.1	Scaffold	CACYGT000000000	SAMEA6150067	uncultured Bacteroidales bacterium	RUG11932
GCA_902774055.1	Scaffold	CACYGX000000000	SAMEA6150069	uncultured Bacteroidales bacterium	RUG11934
GCA_902774185.1	Scaffold	CACYHE000000000	SAMEA6150071	uncultured Bacteroidales bacterium	RUG11936
GCA_902774275.1	Scaffold	CACYHN000000000	SAMEA6150090	uncultured Bacteroidales bacterium	RUG11955
GCA_902773465.1	Contig	CACYEM000000000	SAMEA6150012	uncultured Bacteroidales bacterium	RUG11877
GCA_902772965.1	Contig	CACYCT000000000	SAMEA6149957	uncultured Bacteroidales bacterium	RUG11822
GCA_902773055.1	Contig	CACYCZ000000000	SAMEA6149964	uncultured Bacteroidales bacterium	RUG11829
GCA_902773225.1	Contig	CACYEC000000000	SAMEA6149992	uncultured Bacteroidales bacterium	RUG11857
GCA_902772585.1	Scaffold	CACYBB000000000	SAMEA6149917	uncultured Bacteroidales bacterium	RUG11782
GCA_902772735.1	Contig	CACYCA000000000	SAMEA6149935	uncultured Bacteroidales bacterium	RUG11800
GCA_902770725.1	Scaffold	CACXUA000000000	SAMEA6149734	uncultured Bacteroidales bacterium	RUG11599
GCA_902772455.1	Scaffold	CACYAW000000000	SAMEA6149910	uncultured Bacteroidales bacterium	RUG11775
GCA_902771935.1	Contig	CACXYM000000000	SAMEA6149846	uncultured Bacteroidales bacterium	RUG11711
GCA_902772045.1	Scaffold	CACXZG000000000	SAMEA6149870	uncultured Bacteroidales bacterium	RUG11735
GCA_902771725.1	Scaffold	CACXXT000000000	SAMEA6149829	uncultured Bacteroidales bacterium	RUG11694
GCA_902768125.1	Scaffold	CACXKA000000000	SAMEA6149469	uncultured Bacteroidales bacterium	RUG11335
GCA_902768435.1	Scaffold	CACXLJ000000000	SAMEA6149496	uncultured Bacteroidales bacterium	RUG11362
GCA_902767495.1	Scaffold	CACXHS000000000	SAMEA6149402	uncultured Bacteroidales bacterium	RUG11268
GCA_902767955.1	Scaffold	CACXJI000000000	SAMEA6149444	uncultured Bacteroidales bacterium	RUG11310
GCA_902769535.1	Scaffold	CACXPH000000000	SAMEA6149613	uncultured Bacteroidales bacterium	RUG11479
GCA_902770215.1	Scaffold	CACXSB000000000	SAMEA6149682	uncultured Bacteroidales bacterium	RUG11547
GCA_902768685.1	Scaffold	CACXMI000000000	SAMEA6149530	uncultured Bacteroidales bacterium	RUG11396
GCA_902768605.1	Scaffold	CACXLY000000000	SAMEA6149519	uncultured Bacteroidales bacterium	RUG11385
GCA_902768925.1	Contig	CACXNC000000000	SAMEA6149544	uncultured Bacteroidales bacterium	RUG11410
GCA_902769475.1	Scaffold	CACXPE000000000	SAMEA6149614	uncultured Bacteroidales bacterium	RUG11480
GCA_902763715.1	Scaffold	CACWTC000000000	SAMEA6149029	uncultured Bacteroidales bacterium	RUG10895
GCA_902764005.1	Scaffold	CACWUG000000000	SAMEA6149057	uncultured Bacteroidales bacterium	RUG10923
GCA_902763885.1	Contig	CACWTU000000000	SAMEA6149050	uncultured Bacteroidales bacterium	RUG10916
GCA_902762385.1	Contig	CACWNQ000000000	SAMEA6148890	uncultured Bacteroidales bacterium	RUG10757
GCA_902762355.1	Contig	CACWNR000000000	SAMEA6148883	uncultured Bacteroidales bacterium	RUG10750
GCA_902760315.1	Scaffold	CACWFV000000000	SAMEA6148687	uncultured Bacteroidales bacterium	RUG10554
GCA_902761115.1	Scaffold	CACWJG000000000	SAMEA6148766	uncultured Bacteroidales bacterium	RUG10633
GCA_902760965.1	Scaffold	CACWIN000000000	SAMEA6148745	uncultured Bacteroidales bacterium	RUG10612
GCA_902760865.1	Contig	CACWID000000000	SAMEA6148747	uncultured Bacteroidales bacterium	RUG10614
GCA_902757725.1	Contig	CACVWA000000000	SAMEA6148422	uncultured Bacteroidales bacterium	RUG10289
GCA_902757815.1	Contig	CACVWL000000000	SAMEA6148439	uncultured Bacteroidales bacterium	RUG10306
